CMS SCHEDULE,YEAR,EFF_DATE,GEOGRAPHY,HCPCS,SHORTDESC,FILE_NAME,NF RATE,F RATE
5. ASC,2025,2025-01-01,NATIONAL,74174,Cta abd&plvs w/contrast,January_2025_ASC_Addenda.xlsx,192.74,192.74
5. ASC,2025,2025-01-01,NATIONAL,74175,Cta abdomen w/contrast,January_2025_ASC_Addenda.xlsx,96.71,96.71
5. ASC,2025,2025-01-01,NATIONAL,74176,Ct abd & pelvis w/o contrast,January_2025_ASC_Addenda.xlsx,100.92,100.92
5. ASC,2025,2025-01-01,NATIONAL,74177,Ct abd & pelvis w/contrast,January_2025_ASC_Addenda.xlsx,192.74,192.74
5. ASC,2025,2025-01-01,NATIONAL,74178,Ct abd&plv wo cntr flwd cntr,January_2025_ASC_Addenda.xlsx,192.74,192.74
5. ASC,2025,2025-01-01,NATIONAL,74181,Mri abdomen w/o contrast,January_2025_ASC_Addenda.xlsx,125.5,125.5
5. ASC,2025,2025-01-01,NATIONAL,74182,Mri abdomen w/contrast,January_2025_ASC_Addenda.xlsx,192.74,192.74
5. ASC,2025,2025-01-01,NATIONAL,74183,Mri abd w/o cntr flwd cntr,January_2025_ASC_Addenda.xlsx,192.74,192.74
5. ASC,2025,2025-01-01,NATIONAL,74190,Peritoneogram rs&i,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,74210,X-ray xm phrnx&/crv esoph c+,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,74220,X-ray xm esophagus 1cntrst,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,74221,X-ray xm esophagus 2cntrst,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,74230,X-ray xm swlng funcj c+,January_2025_ASC_Addenda.xlsx,93.48,93.48
5. ASC,2025,2025-01-01,NATIONAL,74235,Remove esophagus obstruction,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,74240,X-ray xm upr gi trc 1cntrst,January_2025_ASC_Addenda.xlsx,79.9,79.9
5. ASC,2025,2025-01-01,NATIONAL,74246,X-ray xm upr gi trc 2cntrst,January_2025_ASC_Addenda.xlsx,91.22,91.22
5. ASC,2025,2025-01-01,NATIONAL,74248,X-ray sm int f-thru std,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,74250,X-ray xm sm int 1cntrst std,January_2025_ASC_Addenda.xlsx,79.25,79.25
5. ASC,2025,2025-01-01,NATIONAL,74251,X-ray xm sm int 2cntrst std,January_2025_ASC_Addenda.xlsx,96.71,96.71
5. ASC,2025,2025-01-01,NATIONAL,74261,Ct colonography dx,January_2025_ASC_Addenda.xlsx,56.71,56.71
5. ASC,2025,2025-01-01,NATIONAL,74262,Ct colonography dx w/dye,January_2025_ASC_Addenda.xlsx,96.71,96.71
5. ASC,2025,2025-01-01,NATIONAL,74270,X-ray xm colon 1cntrst std,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,74280,X-ray xm colon 2cntrst std,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,74283,Ther nma rdctj intus/obstrcj,January_2025_ASC_Addenda.xlsx,96.71,96.71
5. ASC,2025,2025-01-01,NATIONAL,74290,Contrast x-ray gallbladder,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,74300,X-ray bile ducts/pancreas,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,74301,X-rays at surgery add-on,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,74328,X-ray bile duct endoscopy,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,74329,X-ray for pancreas endoscopy,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,74330,X-ray bile/panc endoscopy,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,74340,X-ray guide for gi tube,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,74355,X-ray guide intestinal tube,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,74360,X-ray guide gi dilation,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,74363,X-ray bile duct dilation,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,74400,Urography iv +-kub tomog,January_2025_ASC_Addenda.xlsx,96.71,96.71
5. ASC,2025,2025-01-01,NATIONAL,74410,Urography nfs drip&/bolus,January_2025_ASC_Addenda.xlsx,96.71,96.71
5. ASC,2025,2025-01-01,NATIONAL,74415,Urography nfs drip&/bls w/nf,January_2025_ASC_Addenda.xlsx,96.71,96.71
5. ASC,2025,2025-01-01,NATIONAL,74420,Urography rtrgr +-kub,January_2025_ASC_Addenda.xlsx,192.74,192.74
5. ASC,2025,2025-01-01,NATIONAL,74425,Urography antegrade rs&i,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,74430,Contrast x-ray bladder,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,74440,X-ray male genital tract,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,74445,X-ray exam of penis,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,74450,X-ray urethra/bladder,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,74455,X-ray urethra/bladder,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,74470,X-ray exam of kidney lesion,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,74485,Dilation urtr/urt rs&i,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,74712,Mri fetal sngl/1st gestation,January_2025_ASC_Addenda.xlsx,130.28,130.28
5. ASC,2025,2025-01-01,NATIONAL,74713,Mri fetal ea addl gestation,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,74740,X-ray female genital tract,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,74742,X-ray fallopian tube,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,74775,X-ray exam of perineum,January_2025_ASC_Addenda.xlsx,130.28,130.28
5. ASC,2025,2025-01-01,NATIONAL,75557,Cardiac mri for morph,January_2025_ASC_Addenda.xlsx,130.28,130.28
5. ASC,2025,2025-01-01,NATIONAL,75559,Cardiac mri w/stress img,January_2025_ASC_Addenda.xlsx,231.92,231.92
5. ASC,2025,2025-01-01,NATIONAL,75561,Cardiac mri for morph w/dye,January_2025_ASC_Addenda.xlsx,192.74,192.74
5. ASC,2025,2025-01-01,NATIONAL,75563,Card mri w/stress img & dye,January_2025_ASC_Addenda.xlsx,277.53,277.53
5. ASC,2025,2025-01-01,NATIONAL,75565,Card mri veloc flow mapping,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,75571,Ct hrt w/o dye w/ca test,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,75572,Ct hrt w/3d image,January_2025_ASC_Addenda.xlsx,144.59,144.59
5. ASC,2025,2025-01-01,NATIONAL,75573,Ct hrt c+ strux cgen hrt ds,January_2025_ASC_Addenda.xlsx,184.38,184.38
5. ASC,2025,2025-01-01,NATIONAL,75574,Ct angio hrt w/3d image,January_2025_ASC_Addenda.xlsx,192.74,192.74
5. ASC,2025,2025-01-01,NATIONAL,75600,Contrast exam thoracic aorta,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,75605,Contrast exam thoracic aorta,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,75625,Contrast exam abdominl aorta,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,75630,X-ray aorta leg arteries,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,75635,Ct angio abdominal arteries,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,75705,Artery x-rays spine,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,75710,Artery x-rays arm/leg,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,75716,Artery x-rays arms/legs,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,75726,Artery x-rays abdomen,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,75731,Artery x-rays adrenal gland,January_2025_ASC_Addenda.xlsx,96.72,96.72
5. ASC,2025,2025-01-01,NATIONAL,75733,Artery x-rays adrenals,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,75736,Artery x-rays pelvis,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,75741,Artery x-rays lung,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,75743,Artery x-rays lungs,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,75746,Artery x-rays lung,January_2025_ASC_Addenda.xlsx,80.22,80.22
5. ASC,2025,2025-01-01,NATIONAL,75756,Artery x-rays chest,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,75774,Artery x-ray each vessel,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,75801,Lymph vessel x-ray arm/leg,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,75803,Lymph vessel x-ray arms/legs,January_2025_ASC_Addenda.xlsx,632.4,632.4
5. ASC,2025,2025-01-01,NATIONAL,75805,Lymph vessel x-ray trunk,January_2025_ASC_Addenda.xlsx,1588.69,1588.69
5. ASC,2025,2025-01-01,NATIONAL,75807,Lymph vessel x-ray trunk,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,75809,Nonvascular shunt x-ray,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,75810,Vein x-ray spleen/liver,January_2025_ASC_Addenda.xlsx,1588.69,1588.69
5. ASC,2025,2025-01-01,NATIONAL,75820,Vein x-ray arm/leg,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,75822,Vein x-ray arms/legs,January_2025_ASC_Addenda.xlsx,62.43,62.43
5. ASC,2025,2025-01-01,NATIONAL,75825,Vein x-ray trunk,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,75827,Vein x-ray chest,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,75831,Vein x-ray kidney,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,75833,Vein x-ray kidneys,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,75840,Vein x-ray adrenal gland,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,75842,Vein x-ray adrenal glands,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,75860,Vein x-ray neck,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,75870,Vein x-ray skull,January_2025_ASC_Addenda.xlsx,100.6,100.6
5. ASC,2025,2025-01-01,NATIONAL,75872,Vein x-ray skull epidural,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,75880,Vein x-ray eye socket,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,75885,Vein x-ray liver w/hemodynam,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,75887,Vein x-ray liver w/o hemodyn,January_2025_ASC_Addenda.xlsx,69.87,69.87
5. ASC,2025,2025-01-01,NATIONAL,75889,Vein x-ray liver w/hemodynam,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,75891,Vein x-ray liver,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,75893,Venous sampling by catheter,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,75894,X-rays transcath therapy,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,75898,Follow-up angiography,January_2025_ASC_Addenda.xlsx,1588.69,1588.69
5. ASC,2025,2025-01-01,NATIONAL,75901,Remove cva device obstruct,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,75902,Remove cva lumen obstruct,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,75970,Vascular biopsy,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,75984,Xray control catheter change,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,75989,Abscess drainage under x-ray,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,76000,Fluoroscopy <1 hr phys/qhp,January_2025_ASC_Addenda.xlsx,26.85,26.85
5. ASC,2025,2025-01-01,NATIONAL,76010,X-ray nose to rectum,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,76015,Mr sfty mplt&/fb asmt stf ea,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,76080,X-ray exam of fistula,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,76098,X-ray exam surgical specimen,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,76100,X-ray exam of body section,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,76120,Cine/video x-rays,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,76125,Cine/video x-rays add-on,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,76145,Med physic dos eval rad exps,January_2025_ASC_Addenda.xlsx,284.98,284.98
5. ASC,2025,2025-01-01,NATIONAL,76376,3d render w/intrp postproces,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,76377,3d render w/intrp postproces,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,76380,Cat scan follow-up study,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,76390,Mr spectroscopy,January_2025_ASC_Addenda.xlsx,48.59,48.59
5. ASC,2025,2025-01-01,NATIONAL,76391,Mr elastography,January_2025_ASC_Addenda.xlsx,130.28,130.28
5. ASC,2025,2025-01-01,NATIONAL,76496,Unlisted fluoroscopic px,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,76497,Unlisted ct procedure,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,76498,Unlisted mr procedure,January_2025_ASC_Addenda.xlsx,48.59,48.59
5. ASC,2025,2025-01-01,NATIONAL,76499,Unlisted dx radiographic px,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,76506,Echo exam of head,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,76510,Oph us dx b-scan&quan a-scan,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,76511,Oph us dx quan a-scan only,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,76512,Oph us dx b-scan,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,76513,Oph us dx ant sgm us uni/bi,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,76514,Echo exam of eye thickness,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,76516,Echo exam of eye,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,76519,Echo exam of eye,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,76529,Echo exam of eye,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,76536,Us exam of head and neck,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,76604,Us exam chest,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,76641,Ultrasound breast complete,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,76642,Ultrasound breast limited,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,76700,Us exam abdom complete,January_2025_ASC_Addenda.xlsx,56.71,56.71
5. ASC,2025,2025-01-01,NATIONAL,76705,Echo exam of abdomen,January_2025_ASC_Addenda.xlsx,56.71,56.71
5. ASC,2025,2025-01-01,NATIONAL,76770,Us exam abdo back wall comp,January_2025_ASC_Addenda.xlsx,56.71,56.71
5. ASC,2025,2025-01-01,NATIONAL,76775,Us exam abdo back wall lim,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,76776,Us exam k transpl w/doppler,January_2025_ASC_Addenda.xlsx,56.71,56.71
5. ASC,2025,2025-01-01,NATIONAL,76800,Us exam spinal canal,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,76801,Ob us < 14 wks single fetus,January_2025_ASC_Addenda.xlsx,56.71,56.71
5. ASC,2025,2025-01-01,NATIONAL,76802,Ob us < 14 wks addl fetus,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,76805,Ob us >= 14 wks sngl fetus,January_2025_ASC_Addenda.xlsx,56.71,56.71
5. ASC,2025,2025-01-01,NATIONAL,76810,Ob us >= 14 wks addl fetus,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,76811,Ob us detailed sngl fetus,January_2025_ASC_Addenda.xlsx,84.75,84.75
5. ASC,2025,2025-01-01,NATIONAL,76812,Ob us detailed addl fetus,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,76813,Ob us nuchal meas 1 gest,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,76814,Ob us nuchal meas add-on,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,76815,Ob us limited fetus(s),January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,76816,Ob us follow-up per fetus,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,76817,Transvaginal us obstetric,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,76818,Fetal biophys profile w/nst,January_2025_ASC_Addenda.xlsx,56.71,56.71
5. ASC,2025,2025-01-01,NATIONAL,76819,Fetal biophys profil w/o nst,January_2025_ASC_Addenda.xlsx,47.55,47.55
5. ASC,2025,2025-01-01,NATIONAL,76820,Umbilical artery echo,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,76821,Middle cerebral artery echo,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,76825,Echo exam of fetal heart,January_2025_ASC_Addenda.xlsx,171.76,171.76
5. ASC,2025,2025-01-01,NATIONAL,76826,Echo exam of fetal heart,January_2025_ASC_Addenda.xlsx,110.95,110.95
5. ASC,2025,2025-01-01,NATIONAL,76827,Echo exam of fetal heart,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,76828,Echo exam of fetal heart,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,76830,Transvaginal us non-ob,January_2025_ASC_Addenda.xlsx,56.71,56.71
5. ASC,2025,2025-01-01,NATIONAL,76831,Echo exam uterus,January_2025_ASC_Addenda.xlsx,76.98,76.98
5. ASC,2025,2025-01-01,NATIONAL,76856,Us exam pelvic complete,January_2025_ASC_Addenda.xlsx,56.71,56.71
5. ASC,2025,2025-01-01,NATIONAL,76857,Us exam pelvic limited,January_2025_ASC_Addenda.xlsx,25.55,25.55
5. ASC,2025,2025-01-01,NATIONAL,76870,Us exam scrotum,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,76872,Us transrectal,January_2025_ASC_Addenda.xlsx,56.71,56.71
5. ASC,2025,2025-01-01,NATIONAL,76873,Echograp trans r pros study,January_2025_ASC_Addenda.xlsx,56.71,56.71
5. ASC,2025,2025-01-01,NATIONAL,76881,Us compl joint r-t w/img,January_2025_ASC_Addenda.xlsx,10.03,10.03
5. ASC,2025,2025-01-01,NATIONAL,76882,Us lmtd jt/fcl evl nvasc xtr,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,76883,Us nrv&acc strux 1xtr compre,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,76885,Us exam infant hips dynamic,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,76886,Us exam infant hips static,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,76932,Echo guide for heart biopsy,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,76936,Echo guide for artery repair,January_2025_ASC_Addenda.xlsx,158.82,158.82
5. ASC,2025,2025-01-01,NATIONAL,76937,Us guide vascular access,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,76940,Us guide tissue ablation,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,76941,Echo guide for transfusion,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,76942,Echo guide for biopsy,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,76945,Echo guide villus sampling,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,76946,Echo guide for amniocentesis,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,76948,Echo guide ova aspiration,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,76965,Echo guidance radiotherapy,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,76975,Gi endoscopic ultrasound,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,76977,Us bone density measure,January_2025_ASC_Addenda.xlsx,4.21,4.21
5. ASC,2025,2025-01-01,NATIONAL,76978,Us trgt dyn mbubb 1st les,January_2025_ASC_Addenda.xlsx,96.71,96.71
5. ASC,2025,2025-01-01,NATIONAL,76979,Us trgt dyn mbubb ea addl,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,76981,Use parenchyma,January_2025_ASC_Addenda.xlsx,56.71,56.71
5. ASC,2025,2025-01-01,NATIONAL,76982,Use 1st target lesion,January_2025_ASC_Addenda.xlsx,56.71,56.71
5. ASC,2025,2025-01-01,NATIONAL,76983,Use ea addl target lesion,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,76998,Us guide intraop,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,76999,Echo examination procedure,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,77001,Fluoroguide for vein device,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,77002,Needle localization by xray,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,77003,Fluoroguide for spine inject,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,77011,Ct scan for localization,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,77012,Ct scan for needle biopsy,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,77013,Ct guide for tissue ablation,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,77014,Ct scan for therapy guide,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,77021,Mri guidance ndl plmt rs&i,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,77022,Mri gdn parnchyma tiss abltj,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,77046,Mri breast c- unilateral,January_2025_ASC_Addenda.xlsx,130.28,130.28
5. ASC,2025,2025-01-01,NATIONAL,77047,Mri breast c- bilateral,January_2025_ASC_Addenda.xlsx,130.28,130.28
5. ASC,2025,2025-01-01,NATIONAL,77053,X-ray of mammary duct,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,77054,X-ray of mammary ducts,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,77071,Mnl appl strs jt radiography,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,77072,Bone age studies,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,77073,Bone length studies,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,77074,Radex osseous survey lmtd,January_2025_ASC_Addenda.xlsx,0.0,0.0
