Addendum AA -- ASC Covered Surgical Procedures for CY 2025                                                                                                                            (Including Surgical Procedures for Which Payment is Packaged),,,,,,
CPT codes and descriptions only are copyright 2024 American Medical Association.ÿ All Rights Reserved.ÿ Applicable FARS/DFARS Apply.  Dental codes (D codes) are copyright 2024 American Dental Association.ÿ All Rights Reserved.,,,,,,
,,,,,,
HCPCS Code,,Short Descriptor,Subject to Multiple Procedure Discounting,January 2025 Payment Indicator,January 2025  Payment Weight  ,January 2025 Payment Rate 
44363,,Small bowel endoscopy,Y,A2,15.7418,$864.15
44364,,Small bowel endoscopy,Y,A2,15.7418,$864.15
44365,,Small bowel endoscopy,Y,A2,15.7418,$864.15
44366,,Small bowel endoscopy,Y,A2,15.7418,$864.15
44369,,Small bowel endoscopy,Y,A2,15.7418,$864.15
44370,,Small bowel endoscopy/stent,Y,J8,80.3283,"$4,409.62"
44372,,Small bowel endoscopy,Y,A2,15.7418,$864.15
44373,,Small bowel endoscopy,Y,A2,15.7418,$864.15
44376,,Small bowel endoscopy,Y,A2,15.7418,$864.15
44377,,Small bowel endoscopy/biopsy,Y,A2,15.7418,$864.15
44378,,Small bowel endoscopy,Y,A2,15.7418,$864.15
44379,,S bowel endoscope w/stent,Y,A2,49.2625,"$2,704.26"
44380,,Small bowel endoscopy br/wa,Y,A2,9.17,$503.39
44381,,Small bowel endoscopy br/wa,Y,G2,15.7418,$864.15
44382,,Small bowel endoscopy,Y,A2,9.17,$503.39
44384,,Small bowel endoscopy,Y,J8,20.456,"$1,122.93"
44385,,Endoscopy of bowel pouch,Y,A2,8.9164,$489.47
44386,,Endoscopy bowel pouch/biop,Y,A2,8.9164,$489.47
44388,,Colonoscopy thru stoma spx,Y,A2,8.9164,$489.47
44389,,Colonoscopy with biopsy,Y,A2,11.5304,$632.96
44390,,Colonoscopy for foreign body,Y,A2,8.9164,$489.47
44391,,Colonoscopy for bleeding,Y,A2,11.5304,$632.96
44392,,Colonoscopy & polypectomy,Y,A2,11.5304,$632.96
44394,,Colonoscopy w/snare,Y,A2,11.5304,$632.96
44401,,Colonoscopy with ablation,Y,G2,11.5304,$632.96
44402,,Colonoscopy w/stent plcmt,Y,G2,49.2625,"$2,704.26"
44403,,Colonoscopy w/resection,Y,G2,11.5304,$632.96
44404,,Colonoscopy w/injection,Y,G2,11.5304,$632.96
44405,,Colonoscopy w/dilation,Y,J8,15.4202,$846.49
44406,,Colonoscopy w/ultrasound,Y,G2,11.5304,$632.96
44407,,Colonoscopy w/ndl aspir/bx,Y,G2,11.5304,$632.96
44408,,Colonoscopy w/decompression,Y,R2,8.9164,$489.47
44500,,Intro gastrointestinal tube,Y,G2,9.17,$503.39
44701,,Intraop colon lavage add-on,N,N1,,
45000,,Drainage of pelvic abscess,Y,A2,11.5304,$632.96
45005,,Drainage of rectal abscess,Y,A2,11.5304,$632.96
45020,,Drainage of rectal abscess,Y,A2,25.4662,"$1,397.97"
45100,,Biopsy of rectum,Y,A2,25.4662,"$1,397.97"
45108,,Anorectal myomectomy,Y,A2,25.4662,"$1,397.97"
45150,,Excision of rectal stricture,Y,A2,11.5304,$632.96
45160,,Excision of rectal lesion,Y,A2,25.4662,"$1,397.97"
45171,,Exc rect tum transanal part,Y,G2,25.4662,"$1,397.97"
45172,,Exc rect tum transanal full,Y,G2,25.4662,"$1,397.97"
45190,,Destruction rectal tumor,Y,A2,25.4662,"$1,397.97"
45300,,Proctosigmoidoscopy dx,Y,P3,,$95.42
45303,,Proctosigmoidoscopy dilate,Y,P2,11.5304,$632.96
45305,,Proctosigmoidoscopy w/bx,Y,A2,11.5304,$632.96
45307,,Proctosigmoidoscopy fb,Y,A2,25.4662,"$1,397.97"
45308,,Proctosigmoidoscopy removal,Y,A2,25.4662,"$1,397.97"
45309,,Proctosigmoidoscopy removal,Y,A2,11.5304,$632.96
45315,,Proctosigmoidoscopy removal,Y,A2,11.5304,$632.96
45317,,Proctosigmoidoscopy bleed,Y,A2,11.5304,$632.96
45320,,Proctosigmoidoscopy ablate,Y,A2,25.4662,"$1,397.97"
45321,,Proctosigmoidoscopy volvul,Y,A2,25.4662,"$1,397.97"
45327,,Proctosigmoidoscopy w/stent,Y,J8,77.2934,"$4,243.02"
45330,,Diagnostic sigmoidoscopy,Y,P3,,$148.79
45331,,Sigmoidoscopy and biopsy,Y,A2,8.9164,$489.47
45332,,Sigmoidoscopy w/fb removal,Y,A2,11.5304,$632.96
45333,,Sigmoidoscopy & polypectomy,Y,A2,8.9164,$489.47
45334,,Sigmoidoscopy for bleeding,Y,A2,11.5304,$632.96
45335,,Sigmoidoscopy w/submuc inj,Y,A2,8.9164,$489.47
45337,,Sigmoidoscopy & decompress,Y,A2,8.9164,$489.47
45338,,Sigmoidoscopy w/tumr remove,Y,A2,11.5304,$632.96
45340,,Sig w/tndsc balloon dilation,Y,A2,11.5304,$632.96
45341,,Sigmoidoscopy w/ultrasound,Y,A2,8.9164,$489.47
45342,,Sigmoidoscopy w/us guide bx,Y,A2,11.5304,$632.96
45346,,Sigmoidoscopy w/ablation,Y,G2,11.5304,$632.96
45347,,Sigmoidoscopy w/plcmt stent,Y,J8,77.4167,"$4,249.79"
45349,,Sigmoidoscopy w/resection,Y,G2,25.4662,"$1,397.97"
45350,,Sgmdsc w/band ligation,Y,G2,11.5304,$632.96
45378,,Diagnostic colonoscopy,Y,A2,8.9164,$489.47
45379,,Colonoscopy w/fb removal,Y,A2,11.5304,$632.96
45380,,Colonoscopy and biopsy,Y,A2,11.5304,$632.96
45381,,Colonoscopy submucous njx,Y,A2,11.5304,$632.96
45382,,Colonoscopy w/control bleed,Y,A2,11.5304,$632.96
45384,,Colonoscopy w/lesion removal,Y,A2,11.5304,$632.96
45385,,Colonoscopy w/lesion removal,Y,A2,11.5304,$632.96
45386,,Colonoscopy w/balloon dilat,Y,A2,11.5304,$632.96
45388,,Colonoscopy w/ablation,Y,G2,11.5304,$632.96
45389,,Colonoscopy w/stent plcmt,Y,J8,76.5412,"$4,201.73"
45390,,Colonoscopy w/resection,Y,G2,25.4662,"$1,397.97"
45391,,Colonoscopy w/endoscope us,Y,A2,11.5304,$632.96
45392,,Colonoscopy w/endoscopic fnb,Y,A2,11.5304,$632.96
45393,,Colonoscopy w/decompression,Y,G2,11.5304,$632.96
45398,,Colonoscopy w/band ligation,Y,G2,11.5304,$632.96
45500,,Repair of rectum,Y,A2,25.4662,"$1,397.97"
45505,,Repair of rectum,Y,A2,25.4662,"$1,397.97"
45520,,Treatment of rectal prolapse,N,N1,,
45541,,Correct rectal prolapse,Y,G2,25.4662,"$1,397.97"
45560,,Repair of rectocele,Y,A2,25.4662,"$1,397.97"
45900,,Reduction of rectal prolapse,Y,A2,8.9164,$489.47
45905,,Dilation of anal sphincter,Y,A2,11.5304,$632.96
45910,,Dilation of rectal narrowing,Y,A2,11.5304,$632.96
45915,,Remove rectal obstruction,Y,A2,11.5304,$632.96
45990,,Surg dx exam anorectal,Y,A2,25.4662,"$1,397.97"
46020,,Placement of seton,Y,A2,25.4662,"$1,397.97"
46030,,Removal anal seton oth mrk,Y,A2,11.5304,$632.96
46040,,Incision of rectal abscess,Y,A2,11.5304,$632.96
46045,,Incision of rectal abscess,Y,A2,25.4662,"$1,397.97"
46050,,Incision of anal abscess,Y,A2,8.9164,$489.47
46060,,Incision of rectal abscess,Y,A2,25.4662,"$1,397.97"
46070,,Incision anal septum infant,Y,G2,25.4662,"$1,397.97"
46080,,Incision of anal sphincter,Y,A2,25.4662,"$1,397.97"
46083,,Incise external hemorrhoid,Y,P2,2.3809,$130.70
46200,,Removal of anal fissure,Y,A2,25.4662,"$1,397.97"
46220,,Excise anal ext tag/papilla,Y,A2,11.5304,$632.96
46221,,Ligation of hemorrhoid(s),Y,P3,,$190.84
46230,,Removal of anal tags,Y,A2,25.4662,"$1,397.97"
46250,,Remove ext hem groups 2+,Y,A2,25.4662,"$1,397.97"
46255,,Remove int/ext hem 1 group,Y,A2,25.4662,"$1,397.97"
46257,,Remove in/ex hem grp & fiss,Y,A2,25.4662,"$1,397.97"
46258,,Remove in/ex hem grp w/fistu,Y,A2,25.4662,"$1,397.97"
46260,,Remove in/ex hem groups 2+,Y,A2,25.4662,"$1,397.97"
46261,,Remove in/ex hem grps & fiss,Y,A2,25.4662,"$1,397.97"
46262,,Remove in/ex hem grps w/fist,Y,A2,25.4662,"$1,397.97"
46270,,Remove anal fist subq,Y,A2,25.4662,"$1,397.97"
46275,,Remove anal fist inter,Y,A2,25.4662,"$1,397.97"
46280,,Remove anal fist complex,Y,A2,25.4662,"$1,397.97"
46285,,Remove anal fist 2 stage,Y,A2,25.4662,"$1,397.97"
46288,,Repair anal fistula,Y,A2,25.4662,"$1,397.97"
46320,,Removal of hemorrhoid clot,Y,P3,,$143.62
46500,,Injection into hemorrhoid(s),Y,P3,,$238.72
46505,,Chemodenervation anal musc,Y,G2,11.5304,$632.96
46600,,Diagnostic anoscopy spx,N,N1,,
46601,,Diagnostic anoscopy,N,N1,,
46604,,Anoscopy and dilation,Y,P3,,$553.77
46606,,Anoscopy and biopsy,Y,P3,,$218.02
46607,,Diagnostic anoscopy & biopsy,Y,G2,11.5304,$632.96
46608,,Anoscopy remove for body,Y,A2,8.9164,$489.47
46610,,Anoscopy remove lesion,Y,A2,25.4662,"$1,397.97"
46611,,Anoscopy,Y,A2,8.9164,$489.47
46612,,Anoscopy remove lesions,Y,A2,25.4662,"$1,397.97"
46614,,Anoscopy control bleeding,Y,P3,,$122.59
46615,,Anoscopy,Y,A2,25.4662,"$1,397.97"
46700,,Repair of anal stricture,Y,A2,25.4662,"$1,397.97"
46706,,Repr of anal fistula w/glue,Y,G2,25.4662,"$1,397.97"
46707,,Repair anorectal fist w/plug,Y,G2,25.4662,"$1,397.97"
46750,,Repair of anal sphincter,Y,A2,25.4662,"$1,397.97"
46753,,Reconstruction of anus,Y,A2,25.4662,"$1,397.97"
46754,,Removal of suture from anus,Y,A2,25.4662,"$1,397.97"
46760,,Repair of anal sphincter,Y,A2,25.4662,"$1,397.97"
46761,,Repair of anal sphincter,Y,A2,25.4662,"$1,397.97"
46900,,Destruction anal lesion(s),Y,P3,,$165.61
46910,,Destruction anal lesion(s),Y,P3,,$186.32
46916,,Cryosurgery anal lesion(s),Y,P2,1.945,$106.77
46917,,Laser surgery anal lesions,Y,A2,25.4662,"$1,397.97"
46922,,Excision of anal lesion(s),Y,A2,25.4662,"$1,397.97"
46924,,Destruction anal lesion(s),Y,A2,25.4662,"$1,397.97"
46930,,Destroy internal hemorrhoids,Y,P3,,$155.59
46940,,Treatment of anal fissure,Y,P3,,$170.14
46942,,Treatment of anal fissure,Y,P3,,$167.55
46945,,Int hrhc lig 1 hroid w/o img,Y,R2,25.4662,"$1,397.97"
46946,,Int hrhc lig 2+hroid w/o img,Y,A2,25.4662,"$1,397.97"
46947,,Hemorrhoidopexy by stapling,Y,A2,25.4662,"$1,397.97"
46948,,Int hrhc tranal dartlzj 2+,Y,G2,25.4662,"$1,397.97"
47000,,Needle biopsy of liver perq,Y,A2,12.9024,$708.28
47001,,Ndl biopsy lvr tm oth maj px,N,N1,,
47382,,Percut ablate liver rf,Y,G2,52.1053,"$2,860.32"
47383,,Perq abltj lvr cryoablation,Y,J8,130.3496,"$7,155.54"
47531,,Injection for cholangiogram,N,N1,,
47532,,Injection for cholangiogram,N,N1,,
47533,,Plmt biliary drainage cath,Y,G2,30.698,"$1,685.17"
47534,,Plmt biliary drainage cath,Y,G2,30.698,"$1,685.17"
47535,,Conversion ext bil drg cath,Y,G2,30.698,"$1,685.17"
47536,,Exchange biliary drg cath,Y,G2,30.698,"$1,685.17"
47537,,Removal biliary drg cath,N,G2,9.17,$503.39
47538,,Perq plmt bile duct stent,Y,J8,74.0213,"$4,063.40"
47539,,Perq plmt bile duct stent,Y,J8,75.0464,"$4,119.67"
47540,,Perq plmt bile duct stent,Y,J8,69.0223,"$3,788.98"
47541,,Plmt access bil tree sm bwl,Y,J8,73.2187,"$4,019.34"
47542,,Dilate biliary duct/ampulla,N,N1,,
47543,,Endoluminal bx biliary tree,N,N1,,
47544,,Removal duct glbldr calculi,N,N1,,
47552,,Biliary endo perq dx w/speci,Y,A2,57.7676,"$3,171.15"
47553,,Biliary endoscopy thru skin,Y,G2,57.7676,"$3,171.15"
47554,,Biliary endoscopy thru skin,Y,G2,89.1884,"$4,896.00"
47555,,Biliary endoscopy thru skin,Y,J8,38.9167,"$2,136.33"
47556,,Biliary endoscopy thru skin,Y,J8,119.5765,"$6,564.15"
47562,,Laparoscopic cholecystectomy,Y,G2,52.1053,"$2,860.32"
47563,,Laparo cholecystectomy/graph,Y,G2,52.1053,"$2,860.32"
47564,,Laparo cholecystectomy/explr,Y,G2,89.1884,"$4,896.00"
48102,,Needle biopsy pancreas,Y,A2,12.9024,$708.28
49082,,Abd paracentesis,Y,G2,9.17,$503.39
49083,,Abd paracentesis w/imaging,Y,G2,9.17,$503.39
49084,,Peritoneal lavage,Y,G2,9.17,$503.39
49180,,Biopsy abdominal mass,Y,A2,12.9024,$708.28
49250,,Excision of umbilicus,Y,A2,30.698,"$1,685.17"
49320,,Diag laparo separate proc,Y,A2,52.1053,"$2,860.32"
49321,,Laparoscopy biopsy,Y,A2,52.1053,"$2,860.32"
49322,,Laparoscopy aspiration,Y,A2,52.1053,"$2,860.32"
49324,,Lap insert tunnel ip cath,Y,G2,52.1053,"$2,860.32"
49325,,Lap revision perm ip cath,Y,G2,52.1053,"$2,860.32"
49326,,Lap w/omentopexy add-on,N,N1,,
49327,,Lap ins device for rt,N,N1,,
49400,,Air injection into abdomen,N,N1,,
49402,,Remove foreign body adbomen,Y,A2,30.698,"$1,685.17"
49406,,Image cath fluid peri/retro,Y,G2,12.9024,$708.28
49407,,Image cath fluid trns/vgnl,Y,G2,12.9024,$708.28
49411,,Ins mark abd/pel for rt perq,N,P3,,$332.85
49418,,Insert tun ip cath perc,Y,G2,30.698,"$1,685.17"
49419,,Insert tun ip cath w/port,Y,G2,54.8238,"$3,009.55"
49421,,Ins tun ip cath for dial opn,Y,G2,30.698,"$1,685.17"
49422,,Remove tunneled ip cath,N,A2,28.9406,"$1,588.69"
49423,,Exchange drainage catheter,Y,G2,15.7418,$864.15
49424,,Assess cyst contrast inject,N,N1,,
49426,,Revise abdomen-venous shunt,Y,A2,30.698,"$1,685.17"
49427,,Injection abdominal shunt,N,N1,,
49429,,Removal of shunt,N,G2,28.9406,"$1,588.69"
49435,,Insert subq exten to ip cath,N,N1,,
49436,,Embedded ip cath exit-site,Y,G2,15.7418,$864.15
49440,,Place gastrostomy tube perc,Y,G2,15.7418,$864.15
49441,,Place duod/jej tube perc,Y,G2,15.7418,$864.15
49442,,Place cecostomy tube perc,Y,G2,11.5304,$632.96
49446,,Change g-tube to g-j perc,Y,G2,15.7418,$864.15
49450,,Replace g/c tube perc,Y,G2,9.17,$503.39
49451,,Replace duod/jej tube perc,Y,G2,9.17,$503.39
49452,,Replace g-j tube perc,Y,G2,9.17,$503.39
49460,,Fix g/colon tube w/device,Y,G2,9.17,$503.39
49465,,Fluoro exam of g/colon tube,N,G2,2.3732,$130.28
49495,,Rpr ing hernia baby reduc,Y,A2,30.698,"$1,685.17"
49496,,Rpr ing hernia baby blocked,Y,A2,30.698,"$1,685.17"
49500,,Rpr ing hernia init reduce,Y,A2,57.7676,"$3,171.15"
49501,,Rpr ing hernia init blocked,Y,A2,30.698,"$1,685.17"
49505,,Prp i/hern init reduc >5 yr,Y,A2,30.698,"$1,685.17"
49507,,Prp i/hern init block >5 yr,Y,A2,30.698,"$1,685.17"
49520,,Rerepair ing hernia reduce,Y,A2,30.698,"$1,685.17"
49521,,Rerepair ing hernia blocked,Y,A2,57.7676,"$3,171.15"
49525,,Repair ing hernia sliding,Y,A2,30.698,"$1,685.17"
49540,,Repair lumbar hernia,Y,A2,52.1053,"$2,860.32"
49550,,Rpr rem hernia init reduce,Y,A2,30.698,"$1,685.17"
49553,,Rpr fem hernia init blocked,Y,A2,30.698,"$1,685.17"
49555,,Rerepair fem hernia reduce,Y,A2,30.698,"$1,685.17"
49557,,Rerepair fem hernia blocked,Y,A2,30.698,"$1,685.17"
49591,,Rpr aa hrn 1st < 3 cm rdc,Y,G2,30.698,"$1,685.17"
49592,,Rpr aa hrn 1st < 3 ncr/strn,Y,G2,52.1053,"$2,860.32"
49593,,Rpr aa hrn 1st 3-10 rdc,Y,G2,57.7676,"$3,171.15"
49594,,Rpr aa hrn 1st 3-10 ncr/strn,Y,G2,52.1053,"$2,860.32"
49595,,Rpr aa hrn 1st > 10 rdc,Y,G2,57.7676,"$3,171.15"
49600,,Repair umbilical lesion,Y,A2,30.698,"$1,685.17"
49613,,Rpr aa hrn rcr < 3 rdc,Y,G2,30.698,"$1,685.17"
49614,,Rpr aa hrn rcr < 3 ncr/strn,Y,G2,52.1053,"$2,860.32"
49615,,Rpr aa hrn rcr 3-10 rdc,Y,G2,57.7676,"$3,171.15"
49650,,Lap ing hernia repair init,Y,A2,52.1053,"$2,860.32"
49651,,Lap ing hernia repair recur,Y,A2,52.1053,"$2,860.32"
50080,,Perq nl/pl lithotrp smpl<2cm,Y,G2,87.0699,"$4,779.70"
50081,,Perq nl/pl lithotrp cplx>2cm,Y,G2,87.0699,"$4,779.70"
50200,,Renal biopsy perq,Y,A2,12.9024,$708.28
50382,,Change ureter stent percut,Y,G2,17.4857,$959.88
50384,,Remove ureter stent percut,N,G2,17.4857,$959.88
50385,,Change stent via transureth,Y,G2,17.4857,$959.88
50386,,Remove stent via transureth,N,P3,,$590.32
50387,,Change nephroureteral cath,Y,G2,17.4857,$959.88
50389,,Remove renal tube w/fluoro,N,G2,5.7551,$315.93
50390,,Drainage of kidney lesion,Y,A2,6.8786,$377.60
50391,,Instll rx agnt into rnal tub,Y,P3,,$50.14
50396,,Measure kidney pressure,Y,A2,5.7551,$315.93
50430,,Njx px nfrosgrm &/urtrgrm,N,N1,,
50431,,Njx px nfrosgrm &/urtrgrm,N,N1,,
50432,,Plmt nephrostomy catheter,Y,G2,17.4857,$959.88
50433,,Plmt nephroureteral catheter,Y,G2,30.1542,"$1,655.31"
50434,,Convert nephrostomy catheter,Y,G2,17.4857,$959.88
50435,,Exchange nephrostomy cath,Y,G2,17.4857,$959.88
50436,,Dilat xst trc ndurlgc px,Y,G2,30.1542,"$1,655.31"
50437,,Dilat xst trc new access rcs,Y,G2,30.1542,"$1,655.31"
50551,,Kidney endoscopy,Y,A2,45.935,"$2,521.60"
50553,,Kidney endoscopy,Y,G2,45.935,"$2,521.60"
50555,,Kidney endoscopy & biopsy,Y,A2,87.0699,"$4,779.70"
50557,,Kidney endoscopy & treatment,Y,A2,87.0699,"$4,779.70"
50561,,Kidney endoscopy & treatment,Y,A2,45.935,"$2,521.60"
50562,,Renal scope w/tumor resect,Y,G2,87.0699,"$4,779.70"
50570,,Kidney endoscopy,Y,G2,30.1542,"$1,655.31"
50572,,Kidney endoscopy,Y,G2,5.7551,$315.93
50574,,Kidney endoscopy & biopsy,Y,G2,30.1542,"$1,655.31"
50575,,Kidney endoscopy,Y,G2,45.935,"$2,521.60"
50576,,Kidney endoscopy & treatment,Y,G2,87.0699,"$4,779.70"
50580,,Kidney endoscopy & treatment,Y,G2,45.935,"$2,521.60"
50590,,Fragmenting of kidney stone,Y,G2,30.1542,"$1,655.31"
50592,,Perc rf ablate renal tumor,Y,G2,52.1053,"$2,860.32"
50593,,Perc cryo ablate renal tum,Y,J8,127.4486,"$6,996.29"
50606,,Endoluminal bx urtr rnl plvs,N,N1,,
50684,,Injection for ureter x-ray,N,N1,,
50686,,Measure ureter pressure,N,P3,,$83.78
50688,,Change of ureter tube/stent,Y,A2,17.4857,$959.88
50690,,Injection for ureter x-ray,N,N1,,
50693,,Plmt ureteral stent prq,Y,G2,30.1542,"$1,655.31"
50694,,Plmt ureteral stent prq,Y,G2,30.1542,"$1,655.31"
50695,,Plmt ureteral stent prq,Y,G2,30.1542,"$1,655.31"
50705,,Ureteral embolization/occl,N,N1,,
50706,,Balloon dilate urtrl strix,N,N1,,
50727,,Revise ureter,Y,G2,30.1542,"$1,655.31"
50947,,Laparo new ureter/bladder,Y,A2,89.1884,"$4,896.00"
50948,,Laparo new ureter/bladder,Y,A2,89.1884,"$4,896.00"
50951,,Endoscopy of ureter,Y,A2,30.1542,"$1,655.31"
50953,,Endoscopy of ureter,Y,A2,30.1542,"$1,655.31"
50955,,Ureter endoscopy & biopsy,Y,A2,45.935,"$2,521.60"
50957,,Ureter endoscopy & treatment,Y,A2,45.935,"$2,521.60"
50961,,Ureter endoscopy & treatment,Y,A2,45.935,"$2,521.60"
50970,,Ureter endoscopy,Y,A2,30.1542,"$1,655.31"
50972,,Ureter endoscopy & catheter,Y,A2,30.1542,"$1,655.31"
50974,,Ureter endoscopy & biopsy,Y,A2,45.935,"$2,521.60"
50976,,Ureter endoscopy & treatment,Y,A2,45.935,"$2,521.60"
50980,,Ureter endoscopy & treatment,Y,A2,45.935,"$2,521.60"
51020,,Cystotomy/cystostomy w/fulg,Y,A2,30.1542,"$1,655.31"
51040,,Incise & drain bladder,Y,A2,17.4857,$959.88
51045,,Incise bladder/drain ureter,Y,A2,17.4857,$959.88
51050,,Removal of bladder stone,Y,A2,45.935,"$2,521.60"
51065,,Remove ureter calculus,Y,A2,30.1542,"$1,655.31"
51080,,Drainage of bladder abscess,Y,A2,21.8945,"$1,201.90"
51100,,Drain bladder by needle,Y,P3,,$42.70
51101,,Drain bladder by trocar/cath,N,P3,,$108.68
51102,,Drain bl w/cath insertion,Y,A2,17.4857,$959.88
51500,,Removal of bladder cyst,Y,A2,52.1053,"$2,860.32"
51520,,Removal of bladder lesion,Y,A2,30.1542,"$1,655.31"
51535,,Repair of ureter lesion,Y,G2,30.1542,"$1,655.31"
51600,,Injection for bladder x-ray,N,N1,,
51605,,Preparation for bladder xray,N,N1,,
51610,,Injection for bladder x-ray,N,N1,,
51700,,Irrigation of bladder,Y,P3,,$51.75
51701,,Insert bladder catheter,N,N1,,
51702,,Insert temp bladder cath,N,N1,,
51703,,Insert bladder cath complex,N,P2,1.552,$85.20
51705,,Change of bladder tube,Y,P3,,$61.78
51710,,Change of bladder tube,Y,A2,5.7551,$315.93
51715,,Endoscopic injection/implant,Y,J8,41.8592,"$2,297.86"
51720,,Treatment of bladder lesion,Y,P3,,$54.34
51725,,Simple cystometrogram,Y,P3,,$127.77
51726,,Complex cystometrogram,Y,A2,2.3809,$130.70
51727,,Cystometrogram w/up,Y,P3,,$228.37
51728,,Cystometrogram w/vp,Y,P3,,$229.01
51729,,Cystometrogram w/vp&up,Y,P3,,$226.43
51736,,Urine flow measurement,N,N1,,
51741,,Electro-uroflowmetry first,N,N1,,
51784,,Anal/urinary muscle study,N,P3,,$26.52
51785,,Anal/urinary muscle study,Y,A2,2.3809,$130.70
51792,,Urinary reflex study,N,N1,,
51797,,Intraabdominal pressure test,N,N1,,
51798,,Us urine capacity measure,N,N1,,
51880,,Repair of bladder opening,Y,A2,30.1542,"$1,655.31"
51992,,Laparo sling operation,Y,J8,71.4005,"$3,919.53"
52000,,Cystourethroscopy,Y,A2,5.7551,$315.93
52001,,Cysto w/irrg&evac mlt clots,Y,A2,30.1542,"$1,655.31"
52005,,Cysto w/urtrl cathj,Y,A2,17.4857,$959.88
52007,,Cysto urtrl cathj brush bx,Y,A2,30.1542,"$1,655.31"
52010,,Cystoscopy & duct catheter,Y,A2,5.7551,$315.93
52204,,Cystoscopy w/biopsy(s),Y,A2,17.4857,$959.88
52214,,Cystoscopy and treatment,Y,A2,30.1542,"$1,655.31"
52224,,Cystoscopy and treatment,Y,A2,30.1542,"$1,655.31"
52234,,Cystoscopy and treatment,Y,A2,30.1542,"$1,655.31"
52235,,Cystoscopy and treatment,Y,A2,30.1542,"$1,655.31"
52240,,Cystoscopy and treatment,Y,A2,45.935,"$2,521.60"
52250,,Cystoscopy and radiotracer,Y,A2,30.1542,"$1,655.31"
52260,,Cystoscopy and treatment,Y,A2,17.4857,$959.88
52265,,Cystoscopy and treatment,Y,P3,,$230.31
52270,,Cystoscopy & revise urethra,Y,A2,17.4857,$959.88
52275,,Cystoscopy & revise urethra,Y,A2,17.4857,$959.88
52276,,Cystoscopy and treatment,Y,A2,17.4857,$959.88
52277,,Cystoscopy and treatment,Y,A2,30.1542,"$1,655.31"
52281,,Cystoscopy and treatment,Y,A2,17.4857,$959.88
52282,,Cystoscopy implant stent,Y,A2,30.1542,"$1,655.31"
52283,,Cystoscopy and treatment,Y,A2,17.4857,$959.88
52284,,Cysto rx balo cath urtl strx,Y,J8,60.4008,"$3,315.70"
52285,,Cystoscopy and treatment,Y,A2,5.7551,$315.93
52287,,Cystoscopy chemodenervation,Y,G2,17.4857,$959.88
52290,,Cystoscopy and treatment,Y,A2,17.4857,$959.88
52300,,Cystoscopy and treatment,Y,A2,30.1542,"$1,655.31"
52301,,Cystoscopy and treatment,Y,A2,30.1542,"$1,655.31"
52305,,Cystoscopy and treatment,Y,A2,45.935,"$2,521.60"
52310,,Cystoscopy and treatment,Y,A2,17.4857,$959.88
52315,,Cystoscopy and treatment,Y,A2,17.4857,$959.88
52317,,Remove bladder stone,Y,A2,30.1542,"$1,655.31"
52318,,Remove bladder stone,Y,A2,30.1542,"$1,655.31"
52320,,Cystoscopy and treatment,Y,A2,30.1542,"$1,655.31"
52325,,Cystoscopy stone removal,Y,A2,45.935,"$2,521.60"
52327,,Cystoscopy inject material,Y,J8,64.9307,"$3,564.37"
52330,,Cystoscopy and treatment,Y,A2,30.1542,"$1,655.31"
52332,,Cystoscopy and treatment,Y,A2,30.1542,"$1,655.31"
52334,,Create passage to kidney,Y,A2,30.1542,"$1,655.31"
52341,,Cysto w/ureter stricture tx,Y,A2,30.1542,"$1,655.31"
52342,,Cysto w/up stricture tx,Y,A2,30.1542,"$1,655.31"
52343,,Cysto w/renal stricture tx,Y,A2,30.1542,"$1,655.31"
52344,,Cysto/uretero stricture tx,Y,A2,30.1542,"$1,655.31"
52345,,Cysto/uretero w/up stricture,Y,J8,38.386,"$2,107.20"
52346,,Cystouretero w/renal strict,Y,A2,45.935,"$2,521.60"
52351,,Cystouretero & or pyeloscope,Y,A2,30.1542,"$1,655.31"
52352,,Cystouretero w/stone remove,Y,A2,30.1542,"$1,655.31"
52353,,Cystouretero w/lithotripsy,Y,A2,45.935,"$2,521.60"
52354,,Cystouretero w/biopsy,Y,A2,45.935,"$2,521.60"
52355,,Cystouretero w/excise tumor,Y,A2,45.935,"$2,521.60"
52356,,Cysto/uretero w/lithotripsy,Y,G2,45.935,"$2,521.60"
52400,,Cystouretero w/congen repr,Y,A2,30.1542,"$1,655.31"
52402,,Cystourethro cut ejacul duct,Y,A2,30.1542,"$1,655.31"
52450,,Incision of prostate,Y,A2,30.1542,"$1,655.31"
52500,,Revision of bladder neck,Y,A2,30.1542,"$1,655.31"
52601,,Prostatectomy (turp),Y,A2,45.935,"$2,521.60"
52630,,Remove prostate regrowth,Y,A2,45.935,"$2,521.60"
52640,,Relieve bladder contracture,Y,A2,30.1542,"$1,655.31"
52647,,Laser surgery of prostate,Y,A2,45.935,"$2,521.60"
52648,,Laser surgery of prostate,Y,A2,45.935,"$2,521.60"
52649,,Prostate laser enucleation,Y,G2,45.935,"$2,521.60"
52700,,Drainage of prostate abscess,Y,A2,30.1542,"$1,655.31"
53000,,Incision of urethra,Y,A2,17.4857,$959.88
53010,,Incision of urethra,Y,A2,45.935,"$2,521.60"
53020,,Incision of urethra,Y,A2,17.4857,$959.88
53025,,Incision of urethra,Y,R2,17.4857,$959.88
53040,,Drainage of urethra abscess,Y,A2,30.1542,"$1,655.31"
53060,,Drainage of urethra abscess,Y,P3,,$83.45
