"Durable Medical Equipment,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*** Non-continental areas ***,,,,
"Prosthetics, Orthotics, and Supplies",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Not subject to ceiling and floor),,,,
(DMEPOS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2025 Fee Schedule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCPCS,Mod,Mod2,JURIS,CATG,Ceiling,Floor,AL (NR),AL (R),AR (NR),AR (R),AZ (NR),AZ (R),CA (NR),CA (R),CO (NR),CO (R),CT (NR),CT (R),DC (NR),DC (R),DE (NR),DE (R),FL (NR),FL (R),GA (NR),GA (R),IA (NR),IA (R),ID (NR),ID (R),IL (NR),IL (R),IN (NR),IN (R),KS (NR),KS (R),KY (NR),KY (R),LA (NR),LA (R),MA (NR),MA (R),MD (NR),MD (R),ME (NR),ME (R),MI (NR),MI (R),MN (NR),MN (R),MO (NR),MO (R),MS (NR),MS (R),MT (NR),MT (R),NC (NR),NC (R),ND (NR),ND (R),NE (NR),NE (R),NH (NR),NH (R),NJ (NR),NJ (R),NM (NR),NM (R),NV (NR),NV (R),NY (NR),NY (R),OH (NR),OH (R),OK (NR),OK (R),OR (NR),OR (R),PA (NR),PA (R),RI (NR),RI (R),SC (NR),SC (R),SD (NR),SD (R),TN (NR),TN (R),TX (NR),TX (R),UT (NR),UT (R),VA (NR),VA (R),VT (NR),VT (R),WA (NR),WA (R),WI (NR),WI (R),WV (NR),WV (R),WY (NR),WY (R),AK (NR),AK (R),HI (NR),HI (R),PR (NR),PR (R),VI (NR),VI (R),Description
E2226,NU,KU,D,IN,53.00,45.05,53.00,0.00,53.00,0.00,53.00,0.00,53.00,0.00,53.00,0.00,53.00,0.00,53.00,0.00,53.00,0.00,53.00,0.00,53.00,0.00,53.00,0.00,53.00,0.00,53.00,0.00,53.00,0.00,53.00,0.00,53.00,0.00,53.00,0.00,53.00,0.00,53.00,0.00,53.00,0.00,53.00,0.00,53.00,0.00,53.00,0.00,53.00,0.00,53.00,0.00,53.00,0.00,53.00,0.00,53.00,0.00,53.00,0.00,53.00,0.00,53.00,0.00,53.00,0.00,53.00,0.00,53.00,0.00,53.00,0.00,53.00,0.00,53.00,0.00,53.00,0.00,53.00,0.00,53.00,0.00,53.00,0.00,53.00,0.00,53.00,0.00,53.00,0.00,53.00,0.00,53.00,0.00,53.00,0.00,53.00,0.00,53.00,0.00,53.00,0.00,53.00,0.00,63.63,0.00,53.00,0.00,Caster fork replacement only
E2226,RR,,D,IN,0.00,0.00,4.63,5.20,4.63,5.20,4.58,5.20,4.40,5.20,4.60,5.20,4.78,5.20,4.54,5.20,4.54,5.20,4.63,5.20,4.63,5.20,4.67,5.20,4.60,5.20,4.88,5.20,4.88,5.20,4.67,5.20,4.63,5.20,4.63,5.20,4.78,5.20,4.54,5.20,4.78,5.20,4.88,5.20,4.67,5.20,4.67,5.20,4.63,5.20,4.60,5.20,4.63,5.20,4.67,5.20,4.67,5.20,4.78,5.20,4.54,5.20,4.58,5.20,4.40,5.20,4.54,5.20,4.88,5.20,4.58,5.20,4.40,5.20,4.54,5.20,4.78,5.20,4.63,5.20,4.67,5.20,4.63,5.20,4.58,5.20,4.60,5.20,4.63,5.20,4.78,5.20,4.40,5.20,4.88,5.20,4.63,5.20,4.60,5.20,5.27,0.00,5.27,0.00,5.80,0.00,5.27,0.00,Caster fork replacement only
E2226,RR,KU,D,IN,5.30,4.51,5.30,0.00,5.30,0.00,5.30,0.00,5.30,0.00,5.30,0.00,5.30,0.00,5.30,0.00,5.30,0.00,5.30,0.00,5.30,0.00,5.30,0.00,5.30,0.00,5.30,0.00,5.30,0.00,5.30,0.00,5.30,0.00,5.30,0.00,5.30,0.00,5.30,0.00,5.30,0.00,5.30,0.00,5.30,0.00,5.30,0.00,5.30,0.00,5.30,0.00,5.30,0.00,5.30,0.00,5.30,0.00,5.30,0.00,5.30,0.00,5.30,0.00,5.30,0.00,5.30,0.00,5.30,0.00,5.30,0.00,5.30,0.00,5.30,0.00,5.30,0.00,5.30,0.00,5.30,0.00,5.30,0.00,5.30,0.00,5.30,0.00,5.30,0.00,5.30,0.00,5.30,0.00,5.30,0.00,5.30,0.00,5.30,0.00,5.30,0.00,5.30,0.00,6.38,0.00,5.30,0.00,Caster fork replacement only
E2226,UE,,D,IN,0.00,0.00,34.72,39.03,34.72,39.03,34.32,39.03,33.02,39.03,34.54,39.03,35.85,39.03,34.07,39.03,34.07,39.03,34.72,39.03,34.72,39.03,35.00,39.03,34.54,39.03,36.62,39.03,36.62,39.03,35.00,39.03,34.72,39.03,34.72,39.03,35.85,39.03,34.07,39.03,35.85,39.03,36.62,39.03,35.00,39.03,35.00,39.03,34.72,39.03,34.54,39.03,34.72,39.03,35.00,39.03,35.00,39.03,35.85,39.03,34.07,39.03,34.32,39.03,33.02,39.03,34.07,39.03,36.62,39.03,34.32,39.03,33.02,39.03,34.07,39.03,35.85,39.03,34.72,39.03,35.00,39.03,34.72,39.03,34.32,39.03,34.54,39.03,34.72,39.03,35.85,39.03,33.02,39.03,36.62,39.03,34.72,39.03,34.54,39.03,39.52,0.00,39.52,0.00,43.49,0.00,39.52,0.00,Caster fork replacement only
E2226,UE,KU,D,IN,39.76,33.80,39.76,0.00,39.76,0.00,39.76,0.00,39.76,0.00,39.76,0.00,39.76,0.00,39.76,0.00,39.76,0.00,39.76,0.00,39.76,0.00,39.76,0.00,39.76,0.00,39.76,0.00,39.76,0.00,39.76,0.00,39.76,0.00,39.76,0.00,39.76,0.00,39.76,0.00,39.76,0.00,39.76,0.00,39.76,0.00,39.76,0.00,39.76,0.00,39.76,0.00,39.76,0.00,39.76,0.00,39.76,0.00,39.76,0.00,39.76,0.00,39.76,0.00,39.76,0.00,39.76,0.00,39.76,0.00,39.76,0.00,39.76,0.00,39.76,0.00,39.76,0.00,39.76,0.00,39.76,0.00,39.76,0.00,39.76,0.00,39.76,0.00,39.76,0.00,39.76,0.00,39.76,0.00,39.76,0.00,39.76,0.00,39.76,0.00,39.76,0.00,39.76,0.00,47.70,0.00,39.76,0.00,Caster fork replacement only
E2227,RR,,D,CR,261.39,222.18,261.39,0.00,261.39,0.00,251.30,0.00,261.39,0.00,261.39,0.00,251.30,0.00,261.39,0.00,251.30,0.00,251.30,0.00,261.39,0.00,261.39,0.00,251.30,0.00,261.39,0.00,261.39,0.00,251.30,0.00,261.39,0.00,261.39,0.00,251.30,0.00,251.30,0.00,251.30,0.00,261.39,0.00,261.39,0.00,261.39,0.00,261.39,0.00,251.30,0.00,258.87,0.00,261.39,0.00,251.30,0.00,251.30,0.00,251.30,0.00,261.39,0.00,251.30,0.00,251.30,0.00,261.39,0.00,261.39,0.00,251.30,0.00,251.30,0.00,251.30,0.00,261.39,0.00,261.39,0.00,261.39,0.00,251.30,0.00,261.39,0.00,251.30,0.00,251.30,0.00,261.39,0.00,261.39,0.00,261.39,0.00,258.87,0.00,251.30,0.00,261.39,0.00,267.92,0.00,251.30,0.00,Gear reduction drive wheel
E2228,RR,,D,CR,0.00,0.00,112.13,127.23,112.13,127.23,109.59,127.23,107.97,127.23,110.82,127.23,114.41,127.23,109.17,127.23,109.17,127.23,112.13,127.23,112.13,127.23,116.34,127.23,110.82,127.23,116.51,127.23,116.51,127.23,116.34,127.23,112.13,127.23,112.13,127.23,114.41,127.23,109.17,127.23,114.41,127.23,116.51,127.23,116.34,127.23,116.34,127.23,112.13,127.23,110.82,127.23,112.13,127.23,116.34,127.23,116.34,127.23,114.41,127.23,109.17,127.23,109.59,127.23,107.97,127.23,109.17,127.23,116.51,127.23,109.59,127.23,107.97,127.23,109.17,127.23,114.41,127.23,112.13,127.23,116.34,127.23,112.13,127.23,109.59,127.23,110.82,127.23,112.13,127.23,114.41,127.23,107.97,127.23,116.51,127.23,112.13,127.23,110.82,127.23,130.18,0.00,130.18,0.00,143.28,0.00,130.18,0.00,"Mwc acc, wheelchair brake"
E2228,RR,KU,D,CR,130.80,111.18,130.80,0.00,130.80,0.00,130.80,0.00,130.80,0.00,130.80,0.00,130.80,0.00,130.80,0.00,130.80,0.00,130.80,0.00,130.80,0.00,130.80,0.00,130.80,0.00,130.80,0.00,130.80,0.00,130.80,0.00,130.80,0.00,130.80,0.00,130.80,0.00,130.80,0.00,130.80,0.00,130.80,0.00,130.80,0.00,130.80,0.00,130.80,0.00,130.80,0.00,130.80,0.00,130.80,0.00,130.80,0.00,130.80,0.00,130.80,0.00,130.80,0.00,130.80,0.00,130.80,0.00,130.80,0.00,130.80,0.00,130.80,0.00,130.80,0.00,130.80,0.00,130.80,0.00,130.80,0.00,130.80,0.00,130.80,0.00,130.80,0.00,130.80,0.00,130.80,0.00,130.80,0.00,130.80,0.00,130.80,0.00,130.80,0.00,130.80,0.00,130.80,0.00,157.01,0.00,130.80,0.00,"Mwc acc, wheelchair brake"
E2231,NU,,D,IN,0.00,0.00,169.81,197.69,169.81,197.69,162.89,197.69,158.37,197.69,166.26,197.69,158.25,197.69,154.40,197.69,154.40,197.69,169.81,197.69,169.81,197.69,165.68,197.69,166.26,197.69,171.63,197.69,171.63,197.69,165.68,197.69,169.81,197.69,169.81,197.69,158.25,197.69,154.40,197.69,158.25,197.69,171.63,197.69,165.68,197.69,165.68,197.69,169.81,197.69,166.26,197.69,169.81,197.69,165.68,197.69,165.68,197.69,158.25,197.69,154.40,197.69,162.89,197.69,158.37,197.69,154.40,197.69,171.63,197.69,162.89,197.69,158.37,197.69,154.40,197.69,158.25,197.69,169.81,197.69,165.68,197.69,169.81,197.69,162.89,197.69,166.26,197.69,169.81,197.69,158.25,197.69,158.37,197.69,171.63,197.69,169.81,197.69,166.26,197.69,197.69,0.00,197.69,0.00,219.18,0.00,197.69,0.00,Solid seat support base
E2231,NU,KU,D,IN,214.71,182.50,214.71,0.00,214.71,0.00,214.71,0.00,214.71,0.00,214.71,0.00,214.71,0.00,214.71,0.00,214.71,0.00,214.71,0.00,214.71,0.00,214.71,0.00,214.71,0.00,214.71,0.00,214.71,0.00,214.71,0.00,214.71,0.00,214.71,0.00,214.71,0.00,214.71,0.00,214.71,0.00,214.71,0.00,214.71,0.00,214.71,0.00,214.71,0.00,214.71,0.00,214.71,0.00,214.71,0.00,214.71,0.00,214.71,0.00,214.71,0.00,214.71,0.00,214.71,0.00,214.71,0.00,214.71,0.00,214.71,0.00,214.71,0.00,214.71,0.00,214.71,0.00,214.71,0.00,214.71,0.00,214.71,0.00,214.71,0.00,214.71,0.00,214.71,0.00,214.71,0.00,214.71,0.00,214.71,0.00,214.71,0.00,214.71,0.00,214.71,0.00,214.71,0.00,257.69,0.00,214.71,0.00,Solid seat support base
E2231,RR,,D,IN,0.00,0.00,16.98,19.77,16.98,19.77,16.29,19.77,15.84,19.77,16.63,19.77,15.83,19.77,15.44,19.77,15.44,19.77,16.98,19.77,16.98,19.77,16.57,19.77,16.63,19.77,17.16,19.77,17.16,19.77,16.57,19.77,16.98,19.77,16.98,19.77,15.83,19.77,15.44,19.77,15.83,19.77,17.16,19.77,16.57,19.77,16.57,19.77,16.98,19.77,16.63,19.77,16.98,19.77,16.57,19.77,16.57,19.77,15.83,19.77,15.44,19.77,16.29,19.77,15.84,19.77,15.44,19.77,17.16,19.77,16.29,19.77,15.84,19.77,15.44,19.77,15.83,19.77,16.98,19.77,16.57,19.77,16.98,19.77,16.29,19.77,16.63,19.77,16.98,19.77,15.83,19.77,15.84,19.77,17.16,19.77,16.98,19.77,16.63,19.77,19.77,0.00,19.77,0.00,21.92,0.00,19.77,0.00,Solid seat support base
E2231,RR,KU,D,IN,21.48,18.26,21.48,0.00,21.48,0.00,21.48,0.00,21.48,0.00,21.48,0.00,21.48,0.00,21.48,0.00,21.48,0.00,21.48,0.00,21.48,0.00,21.48,0.00,21.48,0.00,21.48,0.00,21.48,0.00,21.48,0.00,21.48,0.00,21.48,0.00,21.48,0.00,21.48,0.00,21.48,0.00,21.48,0.00,21.48,0.00,21.48,0.00,21.48,0.00,21.48,0.00,21.48,0.00,21.48,0.00,21.48,0.00,21.48,0.00,21.48,0.00,21.48,0.00,21.48,0.00,21.48,0.00,21.48,0.00,21.48,0.00,21.48,0.00,21.48,0.00,21.48,0.00,21.48,0.00,21.48,0.00,21.48,0.00,21.48,0.00,21.48,0.00,21.48,0.00,21.48,0.00,21.48,0.00,21.48,0.00,21.48,0.00,21.48,0.00,21.48,0.00,21.48,0.00,25.78,0.00,21.48,0.00,Solid seat support base
E2231,UE,,D,IN,0.00,0.00,127.36,148.26,127.36,148.26,122.17,148.26,118.78,148.26,124.70,148.26,118.69,148.26,115.80,148.26,115.80,148.26,127.36,148.26,127.36,148.26,124.26,148.26,124.70,148.26,128.72,148.26,128.72,148.26,124.26,148.26,127.36,148.26,127.36,148.26,118.69,148.26,115.80,148.26,118.69,148.26,128.72,148.26,124.26,148.26,124.26,148.26,127.36,148.26,124.70,148.26,127.36,148.26,124.26,148.26,124.26,148.26,118.69,148.26,115.80,148.26,122.17,148.26,118.78,148.26,115.80,148.26,128.72,148.26,122.17,148.26,118.78,148.26,115.80,148.26,118.69,148.26,127.36,148.26,124.26,148.26,127.36,148.26,122.17,148.26,124.70,148.26,127.36,148.26,118.69,148.26,118.78,148.26,128.72,148.26,127.36,148.26,124.70,148.26,148.26,0.00,148.26,0.00,164.38,0.00,148.26,0.00,Solid seat support base
E2231,UE,KU,D,IN,161.01,136.86,161.01,0.00,161.01,0.00,161.01,0.00,161.01,0.00,161.01,0.00,161.01,0.00,161.01,0.00,161.01,0.00,161.01,0.00,161.01,0.00,161.01,0.00,161.01,0.00,161.01,0.00,161.01,0.00,161.01,0.00,161.01,0.00,161.01,0.00,161.01,0.00,161.01,0.00,161.01,0.00,161.01,0.00,161.01,0.00,161.01,0.00,161.01,0.00,161.01,0.00,161.01,0.00,161.01,0.00,161.01,0.00,161.01,0.00,161.01,0.00,161.01,0.00,161.01,0.00,161.01,0.00,161.01,0.00,161.01,0.00,161.01,0.00,161.01,0.00,161.01,0.00,161.01,0.00,161.01,0.00,161.01,0.00,161.01,0.00,161.01,0.00,161.01,0.00,161.01,0.00,161.01,0.00,161.01,0.00,161.01,0.00,161.01,0.00,161.01,0.00,161.01,0.00,193.24,0.00,161.01,0.00,Solid seat support base
E2298,RR,,D,CR,206.22,175.29,206.22,0.00,206.22,0.00,206.22,0.00,206.22,0.00,206.22,0.00,206.22,0.00,206.22,0.00,206.22,0.00,206.22,0.00,206.22,0.00,206.22,0.00,206.22,0.00,206.22,0.00,206.22,0.00,206.22,0.00,206.22,0.00,206.22,0.00,206.22,0.00,206.22,0.00,206.22,0.00,206.22,0.00,206.22,0.00,206.22,0.00,206.22,0.00,206.22,0.00,206.22,0.00,206.22,0.00,206.22,0.00,206.22,0.00,206.22,0.00,206.22,0.00,206.22,0.00,206.22,0.00,206.22,0.00,206.22,0.00,206.22,0.00,206.22,0.00,206.22,0.00,206.22,0.00,206.22,0.00,206.22,0.00,206.22,0.00,206.22,0.00,206.22,0.00,206.22,0.00,206.22,0.00,206.22,0.00,206.22,0.00,206.22,0.00,206.22,0.00,206.22,0.00,206.22,0.00,206.22,0.00,Pwr seat elev sys for crt
E2310,RR,,D,CR,0.00,0.00,132.13,136.52,132.13,136.52,132.13,136.52,132.13,136.52,132.13,136.52,132.13,136.52,132.13,136.52,132.13,136.52,132.13,136.52,132.13,136.52,132.13,136.52,132.13,136.52,132.13,136.52,132.13,136.52,132.13,136.52,132.13,136.52,132.13,136.52,132.13,136.52,132.13,136.52,132.13,136.52,132.13,136.52,132.13,136.52,132.13,136.52,132.13,136.52,132.13,136.52,132.13,136.52,132.13,136.52,132.13,136.52,132.13,136.52,132.13,136.52,132.13,136.52,132.13,136.52,132.13,136.52,132.13,136.52,132.13,136.52,132.13,136.52,132.13,136.52,132.13,136.52,132.13,136.52,132.13,136.52,132.13,136.52,132.13,136.52,132.13,136.52,132.13,136.52,132.13,136.52,132.13,136.52,132.13,136.52,132.13,136.52,132.13,136.52,136.93,0.00,136.93,0.00,151.13,0.00,136.93,0.00,Electro connect btw control
E2310,RR,KE,D,CR,0.00,0.00,0.00,146.74,0.00,146.74,0.00,146.74,0.00,146.74,0.00,146.74,0.00,146.74,0.00,146.74,0.00,146.74,0.00,146.74,0.00,146.74,0.00,146.74,0.00,146.74,0.00,146.74,0.00,146.74,0.00,146.74,0.00,146.74,0.00,146.74,0.00,146.74,0.00,146.74,0.00,146.74,0.00,146.74,0.00,146.74,0.00,146.74,0.00,146.74,0.00,146.74,0.00,146.74,0.00,146.74,0.00,146.74,0.00,146.74,0.00,146.74,0.00,146.74,0.00,146.74,0.00,146.74,0.00,146.74,0.00,146.74,0.00,146.74,0.00,146.74,0.00,146.74,0.00,146.74,0.00,146.74,0.00,146.74,0.00,146.74,0.00,146.74,0.00,146.74,0.00,146.74,0.00,146.74,0.00,146.74,0.00,146.74,0.00,146.74,147.21,0.00,147.21,0.00,163.46,0.00,147.21,0.00,Electro connect btw control
E2310,RR,KU,D,CR,140.89,119.76,140.89,0.00,140.89,0.00,140.89,0.00,140.89,0.00,140.89,0.00,140.89,0.00,140.89,0.00,140.89,0.00,140.89,0.00,140.89,0.00,140.89,0.00,140.89,0.00,140.89,0.00,140.89,0.00,140.89,0.00,140.89,0.00,140.89,0.00,140.89,0.00,140.89,0.00,140.89,0.00,140.89,0.00,140.89,0.00,140.89,0.00,140.89,0.00,140.89,0.00,140.89,0.00,140.89,0.00,140.89,0.00,140.89,0.00,140.89,0.00,140.89,0.00,140.89,0.00,140.89,0.00,140.89,0.00,140.89,0.00,140.89,0.00,140.89,0.00,140.89,0.00,140.89,0.00,140.89,0.00,140.89,0.00,140.89,0.00,140.89,0.00,140.89,0.00,140.89,0.00,140.89,0.00,140.89,0.00,140.89,0.00,140.89,0.00,140.89,0.00,140.89,0.00,169.12,0.00,140.89,0.00,Electro connect btw control
E2311,RR,,D,CR,0.00,0.00,266.64,275.98,266.64,275.98,266.64,275.98,266.64,275.98,266.64,275.98,266.64,275.98,266.64,275.98,266.64,275.98,266.64,275.98,266.64,275.98,266.64,275.98,266.64,275.98,266.64,275.98,266.64,275.98,266.64,275.98,266.64,275.98,266.64,275.98,266.64,275.98,266.64,275.98,266.64,275.98,266.64,275.98,266.64,275.98,266.64,275.98,266.64,275.98,266.64,275.98,266.64,275.98,266.64,275.98,266.64,275.98,266.64,275.98,266.64,275.98,266.64,275.98,266.64,275.98,266.64,275.98,266.64,275.98,266.64,275.98,266.64,275.98,266.64,275.98,266.64,275.98,266.64,275.98,266.64,275.98,266.64,275.98,266.64,275.98,266.64,275.98,266.64,275.98,266.64,275.98,266.64,275.98,266.64,275.98,266.64,275.98,266.64,275.98,276.81,0.00,276.81,0.00,305.51,0.00,276.81,0.00,Electro connect btw 2 sys
E2311,RR,KE,D,CR,0.00,0.00,0.00,296.66,0.00,296.66,0.00,296.66,0.00,296.66,0.00,296.66,0.00,296.66,0.00,296.66,0.00,296.66,0.00,296.66,0.00,296.66,0.00,296.66,0.00,296.66,0.00,296.66,0.00,296.66,0.00,296.66,0.00,296.66,0.00,296.66,0.00,296.66,0.00,296.66,0.00,296.66,0.00,296.66,0.00,296.66,0.00,296.66,0.00,296.66,0.00,296.66,0.00,296.66,0.00,296.66,0.00,296.66,0.00,296.66,0.00,296.66,0.00,296.66,0.00,296.66,0.00,296.66,0.00,296.66,0.00,296.66,0.00,296.66,0.00,296.66,0.00,296.66,0.00,296.66,0.00,296.66,0.00,296.66,0.00,296.66,0.00,296.66,0.00,296.66,0.00,296.66,0.00,296.66,0.00,296.66,0.00,296.66,0.00,296.66,297.62,0.00,297.62,0.00,330.48,0.00,297.62,0.00,Electro connect btw 2 sys
E2311,RR,KU,D,CR,285.32,242.52,285.32,0.00,285.32,0.00,285.32,0.00,285.32,0.00,285.32,0.00,285.32,0.00,285.32,0.00,285.32,0.00,285.32,0.00,285.32,0.00,285.32,0.00,285.32,0.00,285.32,0.00,285.32,0.00,285.32,0.00,285.32,0.00,285.32,0.00,285.32,0.00,285.32,0.00,285.32,0.00,285.32,0.00,285.32,0.00,285.32,0.00,285.32,0.00,285.32,0.00,285.32,0.00,285.32,0.00,285.32,0.00,285.32,0.00,285.32,0.00,285.32,0.00,285.32,0.00,285.32,0.00,285.32,0.00,285.32,0.00,285.32,0.00,285.32,0.00,285.32,0.00,285.32,0.00,285.32,0.00,285.32,0.00,285.32,0.00,285.32,0.00,285.32,0.00,285.32,0.00,285.32,0.00,285.32,0.00,285.32,0.00,285.32,0.00,285.32,0.00,285.32,0.00,342.37,0.00,285.32,0.00,Electro connect btw 2 sys
E2312,RR,,D,CR,281.75,239.49,281.75,0.00,281.75,0.00,270.95,0.00,281.75,0.00,281.75,0.00,270.95,0.00,281.75,0.00,270.95,0.00,270.95,0.00,281.75,0.00,281.75,0.00,270.95,0.00,281.75,0.00,281.75,0.00,270.95,0.00,281.75,0.00,281.75,0.00,270.95,0.00,270.95,0.00,270.95,0.00,281.75,0.00,281.75,0.00,281.75,0.00,281.75,0.00,270.95,0.00,279.08,0.00,281.75,0.00,270.95,0.00,270.95,0.00,270.95,0.00,281.75,0.00,270.95,0.00,270.95,0.00,281.75,0.00,281.75,0.00,270.95,0.00,270.95,0.00,270.95,0.00,281.75,0.00,281.75,0.00,281.75,0.00,270.95,0.00,281.75,0.00,270.95,0.00,270.95,0.00,281.75,0.00,281.75,0.00,281.75,0.00,279.08,0.00,270.95,0.00,281.75,0.00,288.82,0.00,270.95,0.00,Mini-prop remote joystick
E2312,RR,KC,D,CR,359.36,305.46,359.36,0.00,359.36,0.00,345.55,0.00,359.36,0.00,359.36,0.00,345.55,0.00,359.36,0.00,345.55,0.00,345.55,0.00,359.36,0.00,359.36,0.00,345.55,0.00,359.36,0.00,359.36,0.00,345.55,0.00,359.36,0.00,359.36,0.00,345.55,0.00,345.55,0.00,345.55,0.00,359.36,0.00,359.36,0.00,359.36,0.00,359.36,0.00,345.55,0.00,355.91,0.00,359.36,0.00,345.55,0.00,345.55,0.00,345.55,0.00,359.36,0.00,345.55,0.00,345.55,0.00,359.36,0.00,359.36,0.00,345.55,0.00,345.55,0.00,345.55,0.00,359.36,0.00,359.36,0.00,359.36,0.00,345.55,0.00,359.36,0.00,345.55,0.00,345.55,0.00,359.36,0.00,359.36,0.00,359.36,0.00,355.91,0.00,345.55,0.00,359.36,0.00,368.35,0.00,345.55,0.00,Mini-prop remote joystick
E2313,RR,,D,CR,44.77,38.05,44.77,0.00,44.77,0.00,43.06,0.00,44.77,0.00,44.77,0.00,43.06,0.00,44.77,0.00,43.06,0.00,43.06,0.00,44.77,0.00,44.77,0.00,43.06,0.00,44.77,0.00,44.77,0.00,43.06,0.00,44.77,0.00,44.77,0.00,43.06,0.00,43.06,0.00,43.06,0.00,44.77,0.00,44.77,0.00,44.77,0.00,44.77,0.00,43.06,0.00,44.33,0.00,44.77,0.00,43.06,0.00,43.06,0.00,43.06,0.00,44.77,0.00,43.06,0.00,43.06,0.00,44.77,0.00,44.77,0.00,43.06,0.00,43.06,0.00,43.06,0.00,44.77,0.00,44.77,0.00,44.77,0.00,43.06,0.00,44.77,0.00,43.06,0.00,43.06,0.00,44.77,0.00,44.77,0.00,44.77,0.00,44.33,0.00,43.06,0.00,44.77,0.00,45.85,0.00,43.06,0.00,"Pwc harness, expand control"
E2321,RR,,D,CR,0.00,0.00,179.54,185.46,179.54,185.46,179.54,185.46,179.54,185.46,179.54,185.46,179.54,185.46,179.54,185.46,179.54,185.46,179.54,185.46,179.54,185.46,179.54,185.46,179.54,185.46,179.54,185.46,179.54,185.46,179.54,185.46,179.54,185.46,179.54,185.46,179.54,185.46,179.54,185.46,179.54,185.46,179.54,185.46,179.54,185.46,179.54,185.46,179.54,185.46,179.54,185.46,179.54,185.46,179.54,185.46,179.54,185.46,179.54,185.46,179.54,185.46,179.54,185.46,179.54,185.46,179.54,185.46,179.54,185.46,179.54,185.46,179.54,185.46,179.54,185.46,179.54,185.46,179.54,185.46,179.54,185.46,179.54,185.46,179.54,185.46,179.54,185.46,179.54,185.46,179.54,185.46,179.54,185.46,179.54,185.46,179.54,185.46,179.54,185.46,186.02,0.00,186.02,0.00,205.26,0.00,186.02,0.00,Hand interface joystick
E2321,RR,KC,D,CR,0.00,0.00,292.44,302.09,292.44,302.09,292.44,302.09,292.44,302.09,292.44,302.09,292.44,302.09,292.44,302.09,292.44,302.09,292.44,302.09,292.44,302.09,292.44,302.09,292.44,302.09,292.44,302.09,292.44,302.09,292.44,302.09,292.44,302.09,292.44,302.09,292.44,302.09,292.44,302.09,292.44,302.09,292.44,302.09,292.44,302.09,292.44,302.09,292.44,302.09,292.44,302.09,292.44,302.09,292.44,302.09,292.44,302.09,292.44,302.09,292.44,302.09,292.44,302.09,292.44,302.09,292.44,302.09,292.44,302.09,292.44,302.09,292.44,302.09,292.44,302.09,292.44,302.09,292.44,302.09,292.44,302.09,292.44,302.09,292.44,302.09,292.44,302.09,292.44,302.09,292.44,302.09,292.44,302.09,292.44,302.09,292.44,302.09,292.44,302.09,303.00,0.00,303.00,0.00,334.35,0.00,303.00,0.00,Hand interface joystick
E2321,RR,KE,D,CR,0.00,0.00,0.00,199.34,0.00,199.34,0.00,199.34,0.00,199.34,0.00,199.34,0.00,199.34,0.00,199.34,0.00,199.34,0.00,199.34,0.00,199.34,0.00,199.34,0.00,199.34,0.00,199.34,0.00,199.34,0.00,199.34,0.00,199.34,0.00,199.34,0.00,199.34,0.00,199.34,0.00,199.34,0.00,199.34,0.00,199.34,0.00,199.34,0.00,199.34,0.00,199.34,0.00,199.34,0.00,199.34,0.00,199.34,0.00,199.34,0.00,199.34,0.00,199.34,0.00,199.34,0.00,199.34,0.00,199.34,0.00,199.34,0.00,199.34,0.00,199.34,0.00,199.34,0.00,199.34,0.00,199.34,0.00,199.34,0.00,199.34,0.00,199.34,0.00,199.34,0.00,199.34,0.00,199.34,0.00,199.34,0.00,199.34,0.00,199.34,199.98,0.00,199.98,0.00,222.01,0.00,199.98,0.00,Hand interface joystick
